Date	1	2	3	4	5	6	SZ
1962-01-07	1	11	20	33	35	37	-1
1962-01-14	9	12	19	22	26	27	-1
1962-01-21	3	5	33	37	45	47	-1
1962-01-28	5	20	37	41	48	49	-1
1962-02-04	7	17	25	26	33	44	-1
1962-02-11	9	18	23	27	29	40	-1
1962-02-18	14	28	31	33	39	42	-1
1962-02-25	9	11	29	32	36	38	-1
1962-03-04	2	17	19	25	45	48	-1
1962-03-11	4	19	21	33	43	45	-1
1962-03-18	1	12	14	16	21	22	-1
1962-03-25	24	25	27	38	44	45	-1
1962-04-01	10	12	26	28	32	35	-1
1962-04-08	4	9	10	25	27	32	-1
1962-04-15	4	24	37	39	44	46	-1
1962-04-23	7	29	35	36	39	42	-1
1962-04-29	21	27	34	45	48	49	-1
1962-05-06	12	13	17	28	44	47	-1
1962-05-13	3	4	10	34	40	47	-1
1962-05-20	1	19	26	27	32	48	-1
1962-05-27	2	3	11	25	27	35	-1
1962-06-03	15	19	22	25	31	33	-1
1962-06-11	13	19	23	29	36	38	-1
1962-06-17	2	13	23	25	27	34	-1
1962-06-24	6	10	15	18	30	48	-1
1962-07-01	10	14	17	32	33	36	-1
1962-07-08	10	13	15	16	24	46	-1
1962-07-15	9	13	28	35	46	47	-1
1962-07-22	2	6	11	12	38	40	-1
1962-07-29	1	4	14	26	44	48	-1
1962-08-05	6	33	35	39	45	47	-1
1962-08-12	3	8	17	19	43	48	-1
1962-08-19	10	11	23	30	41	44	-1
1962-08-26	6	18	26	32	35	48	-1
1962-09-02	7	8	12	23	39	44	-1
1962-09-09	8	9	14	28	37	47	-1
1962-09-16	5	15	21	22	36	39	-1
1962-09-23	14	22	34	38	40	48	-1
1962-09-30	6	7	13	16	36	48	-1
1962-10-07	2	25	30	32	38	49	-1
1962-10-14	6	7	9	15	20	25	-1
1962-10-21	1	2	11	27	41	46	-1
1962-10-28	10	16	24	25	47	49	-1
1962-11-04	14	18	19	26	31	41	-1
1962-11-11	6	9	10	22	41	46	-1
1962-11-18	1	4	11	19	35	43	-1
1962-11-25	18	22	28	44	48	49	-1
1962-12-02	15	16	17	29	32	42	-1
1962-12-09	3	21	37	42	46	47	-1
1962-12-16	6	7	15	33	42	47	-1
1962-12-23	20	27	32	37	43	48	-1
1962-12-30	1	15	21	23	24	37	-1
