Date	1	2	3	4	5	6	SZ
2012-01-04	3	18	24	29	36	46	1
2012-01-07	22	24	29	33	37	47	2
2012-01-11	8	11	15	34	36	47	5
2012-01-14	1	6	7	11	20	32	8
2012-01-18	6	7	13	18	32	33	0
2012-01-21	26	27	43	45	46	49	4
2012-01-25	1	4	6	24	33	47	7
2012-01-28	1	16	19	27	37	48	4
2012-02-01	3	6	7	18	37	39	1
2012-02-04	10	15	24	27	40	45	5
2012-02-08	8	13	24	34	45	47	5
2012-02-11	2	11	32	34	48	49	1
2012-02-15	15	29	35	36	40	41	2
2012-02-18	3	13	25	27	40	47	5
2012-02-22	4	12	14	19	24	48	7
2012-02-25	7	11	14	16	43	48	1
2012-02-29	6	11	25	32	35	43	5
2012-03-03	4	22	24	33	40	48	9
2012-03-07	25	29	33	38	47	49	5
2012-03-10	1	10	15	21	26	35	1
2012-03-14	3	8	9	13	22	49	9
2012-03-17	3	7	23	33	42	43	2
2012-03-21	4	14	26	34	38	49	6
2012-03-24	22	35	37	39	43	49	7
2012-03-28	2	17	22	23	39	42	6
2012-03-31	1	25	26	27	40	43	5
2012-04-04	19	23	29	37	42	46	8
2012-04-07	2	10	12	15	35	44	7
2012-04-11	2	4	6	7	16	44	9
2012-04-14	26	29	37	39	42	48	8
2012-04-18	6	8	21	33	34	35	5
2012-04-21	6	7	19	20	24	41	5
2012-04-25	3	23	26	40	42	46	7
2012-04-28	11	17	20	33	37	47	0
2012-05-02	4	14	15	17	20	35	4
2012-05-05	5	8	14	28	31	48	5
2012-05-09	15	16	17	20	40	45	8
2012-05-12	13	18	30	31	34	36	9
2012-05-16	16	24	41	44	45	46	5
2012-05-19	20	34	36	42	43	47	5
2012-05-23	1	23	26	31	36	42	7
2012-05-26	5	11	15	34	44	48	4
2012-05-30	2	10	21	23	44	45	9
2012-06-02	9	13	26	30	37	41	4
2012-06-06	1	9	17	27	38	42	8
2012-06-09	10	15	17	22	28	31	9
2012-06-13	1	29	32	33	40	46	6
2012-06-16	1	17	28	33	46	48	8
2012-06-20	3	6	17	22	24	28	0
2012-06-23	11	13	19	27	33	39	4
2012-06-27	2	5	15	31	37	43	1
2012-06-30	7	8	20	22	30	41	4
2012-07-04	3	6	12	25	33	49	6
2012-07-07	6	10	29	30	43	49	2
2012-07-11	11	16	21	29	32	43	1
2012-07-14	6	9	10	22	29	33	0
2012-07-18	20	21	23	29	34	47	9
2012-07-21	4	24	26	31	38	40	0
2012-07-25	2	8	13	25	44	45	7
2012-07-28	16	27	31	37	41	49	7
2012-08-01	19	26	32	41	43	44	0
2012-08-04	15	18	22	23	38	40	8
2012-08-08	12	13	22	41	43	49	4
2012-08-11	1	2	3	20	47	49	3
2012-08-15	1	12	14	15	34	37	4
2012-08-18	5	16	28	32	34	40	4
2012-08-22	1	7	11	15	31	49	6
2012-08-25	16	17	22	25	27	35	4
2012-08-29	22	29	35	38	40	45	3
2012-09-01	3	6	7	16	26	48	5
2012-09-05	4	7	18	24	37	44	4
2012-09-08	19	38	39	41	48	49	3
2012-09-12	8	19	26	36	39	49	7
2012-09-15	6	8	9	34	41	48	0
2012-09-19	1	11	16	20	31	44	4
2012-09-22	7	24	40	41	48	49	0
2012-09-26	10	12	14	29	40	47	7
2012-09-29	1	4	20	34	39	41	0
2012-10-03	13	28	35	46	48	49	4
2012-10-06	8	20	22	34	44	46	5
2012-10-10	13	15	28	38	43	48	3
2012-10-13	9	10	36	37	42	43	8
2012-10-17	5	10	12	14	46	47	6
2012-10-20	6	8	11	15	26	33	9
2012-10-24	6	14	18	33	39	44	5
2012-10-27	11	23	33	39	44	46	9
2012-10-31	3	8	13	30	34	49	5
2012-11-03	7	8	26	42	43	46	3
2012-11-07	2	6	21	31	46	47	1
2012-11-10	2	3	25	28	38	49	1
2012-11-14	2	9	11	17	34	45	0
2012-11-17	5	7	15	24	32	36	4
2012-11-21	1	9	10	24	27	29	2
2012-11-24	2	12	23	28	32	48	3
2012-11-28	11	21	26	40	42	45	4
2012-12-01	2	3	4	6	23	45	3
2012-12-05	20	23	24	27	36	38	7
2012-12-08	15	19	27	34	42	48	6
2012-12-12	1	8	10	11	15	33	5
2012-12-15	4	25	27	30	31	40	6
2012-12-19	25	27	32	36	40	43	5
2012-12-22	11	23	32	38	44	49	4
2012-12-26	3	10	13	34	36	43	2
2012-12-29	11	25	31	35	38	43	4
