Date	1	2	3	4	5	6	SZ
1973-01-06	7	13	15	17	44	46	-1
1973-01-13	4	7	8	19	29	41	-1
1973-01-20	3	6	17	23	33	35	-1
1973-01-27	1	6	9	17	20	42	-1
1973-02-03	5	16	24	26	35	48	-1
1973-02-10	1	5	13	26	37	46	-1
1973-02-17	3	4	13	33	43	48	-1
1973-02-24	8	20	32	33	43	49	-1
1973-03-03	3	14	19	24	27	31	-1
1973-03-10	20	21	34	39	42	49	-1
1973-03-17	8	9	13	21	26	29	-1
1973-03-24	6	10	20	22	34	39	-1
1973-03-31	1	25	26	30	39	43	-1
1973-04-07	11	22	28	37	40	43	-1
1973-04-14	17	19	25	28	37	48	-1
1973-04-21	1	3	34	42	47	48	-1
1973-04-28	1	12	26	28	31	45	-1
1973-05-05	3	21	22	23	31	46	-1
1973-05-12	1	8	18	23	30	38	-1
1973-05-19	11	14	25	28	30	46	-1
1973-05-26	8	22	25	33	43	48	-1
1973-06-02	10	15	18	25	36	48	-1
1973-06-09	7	9	18	26	32	40	-1
1973-06-16	6	9	17	23	28	46	-1
1973-06-23	11	13	16	30	35	48	-1
1973-06-30	6	12	26	27	37	38	-1
1973-07-07	1	4	6	23	24	43	-1
1973-07-14	7	13	18	26	31	39	-1
1973-07-21	20	21	24	30	31	46	-1
1973-07-28	11	16	22	28	41	49	-1
1973-08-04	3	18	20	31	43	49	-1
1973-08-11	10	16	17	30	39	42	-1
1973-08-18	12	35	36	38	39	44	-1
1973-08-25	1	4	5	31	35	45	-1
1973-09-01	8	9	25	26	34	45	-1
1973-09-08	3	11	21	24	39	46	-1
1973-09-15	19	22	37	39	47	49	-1
1973-09-22	2	9	18	20	24	40	-1
1973-09-29	7	29	34	35	41	45	-1
1973-10-06	1	23	24	31	36	48	-1
1973-10-13	6	19	34	37	39	46	-1
1973-10-20	8	15	25	31	32	33	-1
1973-10-27	9	15	20	21	33	40	-1
1973-11-03	11	17	20	27	34	45	-1
1973-11-10	3	17	19	31	33	49	-1
1973-11-17	2	7	11	39	41	48	-1
1973-11-24	1	24	25	39	40	42	-1
1973-12-01	5	20	30	33	37	43	-1
1973-12-08	3	16	21	32	34	39	-1
1973-12-15	4	31	32	33	36	39	-1
1973-12-22	1	11	24	25	31	45	-1
1973-12-29	2	20	21	24	25	32	-1
