Date	1	2	3	4	5	6	SZ
1985-01-05	10	21	27	34	37	40	-1
1985-01-12	1	11	14	37	38	39	-1
1985-01-19	21	40	41	44	48	49	-1
1985-01-26	1	20	29	34	38	39	-1
1985-02-02	10	16	17	31	42	43	-1
1985-02-09	6	7	15	20	27	34	-1
1985-02-16	2	8	11	17	19	39	-1
1985-02-23	5	14	23	29	32	33	-1
1985-03-02	1	6	14	24	40	47	-1
1985-03-09	1	5	13	30	41	46	-1
1985-03-16	1	5	7	34	42	46	-1
1985-03-23	5	12	22	23	33	37	-1
1985-03-30	14	16	17	30	36	48	-1
1985-04-06	14	17	42	45	46	47	-1
1985-04-13	6	19	22	26	35	36	-1
1985-04-20	13	19	22	28	34	40	-1
1985-04-27	10	18	20	26	43	46	-1
1985-05-04	3	6	13	18	38	39	-1
1985-05-11	3	4	11	16	22	32	-1
1985-05-18	1	27	29	38	44	45	-1
1985-05-25	17	28	32	33	37	49	-1
1985-06-01	14	22	24	30	41	45	-1
1985-06-08	12	23	28	30	45	47	-1
1985-06-15	6	7	16	24	46	48	-1
1985-06-22	7	9	29	42	46	49	-1
1985-06-29	4	5	8	15	36	39	-1
1985-07-06	4	10	11	15	20	25	-1
1985-07-13	2	3	10	31	32	42	-1
1985-07-20	2	15	16	22	30	35	-1
1985-07-27	4	20	26	33	39	40	-1
1985-08-03	1	2	21	23	30	38	-1
1985-08-10	13	20	22	29	39	46	-1
1985-08-17	5	9	11	18	19	48	-1
1985-08-24	2	24	26	30	38	42	-1
1985-08-31	1	3	13	21	24	49	-1
1985-09-07	3	7	18	26	38	43	-1
1985-09-14	7	14	33	34	35	45	-1
1985-09-21	9	12	19	24	37	38	-1
1985-09-28	3	5	7	16	34	48	-1
1985-10-05	30	31	37	38	45	48	-1
1985-10-12	10	12	15	34	35	49	-1
1985-10-19	13	15	19	25	38	43	-1
1985-10-26	15	28	38	39	44	46	-1
1985-11-02	2	5	9	24	34	42	-1
1985-11-09	3	14	19	20	36	46	-1
1985-11-16	1	10	11	15	38	48	-1
1985-11-23	8	15	31	38	39	48	-1
1985-11-30	3	15	22	30	36	48	-1
1985-12-07	6	12	23	28	33	48	-1
1985-12-14	8	17	19	20	23	29	-1
1985-12-21	7	9	17	36	37	44	-1
1985-12-28	1	14	30	35	37	49	-1
