Date	1	2	3	4	5	6	SZ
1988-01-02	12	19	22	25	32	45	-1
1988-01-09	1	10	26	30	31	37	-1
1988-01-16	6	17	36	37	42	44	-1
1988-01-23	24	25	26	30	31	32	-1
1988-01-30	7	27	37	40	44	49	-1
1988-02-06	7	11	14	35	41	45	-1
1988-02-13	2	6	19	21	36	45	-1
1988-02-20	2	4	11	22	39	44	-1
1988-02-27	10	22	27	31	44	45	-1
1988-03-05	12	27	33	34	43	47	-1
1988-03-12	9	11	18	30	36	46	-1
1988-03-19	11	12	14	30	32	39	-1
1988-03-26	10	11	28	38	43	47	-1
1988-04-02	3	6	19	33	38	43	-1
1988-04-09	12	15	22	35	42	49	-1
1988-04-16	9	16	26	30	35	42	-1
1988-04-23	10	12	33	40	43	44	-1
1988-04-30	8	12	15	29	31	40	-1
1988-05-07	2	5	19	20	40	47	-1
1988-05-14	4	7	22	26	41	46	-1
1988-05-21	3	15	19	20	40	41	-1
1988-05-28	2	10	23	34	42	44	-1
1988-06-04	18	19	20	22	35	40	-1
1988-06-11	26	29	31	35	36	41	-1
1988-06-18	1	10	37	43	44	47	-1
1988-06-25	7	11	26	30	36	47	-1
1988-07-02	4	11	19	29	38	39	-1
1988-07-09	8	18	19	29	37	42	-1
1988-07-16	3	23	28	30	41	45	-1
1988-07-23	3	7	12	27	42	46	-1
1988-07-30	4	7	25	39	40	49	-1
1988-08-06	4	6	23	29	38	41	-1
1988-08-13	2	9	14	16	37	44	-1
1988-08-20	22	26	36	43	47	48	-1
1988-08-27	9	17	21	22	28	32	-1
1988-09-03	1	3	8	17	23	30	-1
1988-09-10	5	14	15	20	28	45	-1
1988-09-17	19	20	22	34	38	43	-1
1988-09-24	3	21	23	25	27	47	-1
1988-10-01	5	8	11	19	28	34	-1
1988-10-08	3	8	9	13	15	39	-1
1988-10-15	4	14	21	32	43	49	-1
1988-10-22	4	9	24	29	30	41	-1
1988-10-29	12	20	27	34	36	47	-1
1988-11-05	10	15	17	21	34	38	-1
1988-11-12	22	26	27	29	33	37	-1
1988-11-19	5	24	29	32	37	44	-1
1988-11-26	10	11	20	24	28	46	-1
1988-12-03	9	11	31	42	45	47	-1
1988-12-10	9	15	26	29	38	42	-1
1988-12-17	34	35	39	47	48	49	-1
1988-12-24	1	4	16	25	31	48	-1
1988-12-31	8	12	24	33	41	49	-1
