Date	1	2	3	4	5	6	SZ
1990-01-06	12	30	44	45	46	48	-1
1990-01-13	6	12	15	33	37	42	-1
1990-01-20	1	8	17	18	40	42	-1
1990-01-27	6	9	10	12	37	42	-1
1990-02-03	20	29	35	42	46	48	-1
1990-02-10	10	20	21	38	46	49	-1
1990-02-17	1	7	15	25	32	49	-1
1990-02-24	8	12	14	17	27	46	-1
1990-03-03	4	11	17	42	43	45	-1
1990-03-10	4	12	21	24	29	39	-1
1990-03-17	4	7	34	36	46	48	-1
1990-03-24	8	14	33	38	43	49	-1
1990-03-31	3	6	7	9	10	32	-1
1990-04-07	3	12	26	31	42	49	-1
1990-04-14	4	9	23	24	28	34	-1
1990-04-21	3	13	18	25	26	38	-1
1990-04-28	5	17	19	20	43	47	-1
1990-05-05	7	8	20	23	35	42	-1
1990-05-12	3	4	19	21	29	41	-1
1990-05-19	3	6	14	25	40	41	-1
1990-05-26	1	12	18	22	46	49	-1
1990-06-02	1	11	26	34	35	49	-1
1990-06-09	3	9	28	32	36	37	-1
1990-06-16	6	17	18	26	35	39	-1
1990-06-23	1	19	25	36	40	44	-1
1990-06-30	2	4	5	27	28	35	-1
1990-07-07	4	10	20	42	43	48	-1
1990-07-14	2	10	18	22	34	37	-1
1990-07-21	20	24	27	34	43	47	-1
1990-07-28	3	23	24	28	37	49	-1
1990-08-04	10	12	14	25	29	30	-1
1990-08-11	5	7	21	25	29	36	-1
1990-08-18	1	4	17	35	37	48	-1
1990-08-25	16	17	33	35	40	41	-1
1990-09-01	9	11	20	24	34	39	-1
1990-09-08	7	9	19	22	29	35	-1
1990-09-15	2	21	24	26	32	42	-1
1990-09-22	2	3	17	21	38	46	-1
1990-09-29	16	22	31	37	46	47	-1
1990-10-06	1	7	27	31	32	41	-1
1990-10-13	9	11	13	22	40	46	-1
1990-10-20	15	24	25	34	43	46	-1
1990-10-27	5	11	19	23	25	26	-1
1990-11-03	3	25	27	33	42	49	-1
1990-11-10	3	12	18	24	37	42	-1
1990-11-17	14	15	17	25	34	49	-1
1990-11-24	15	24	30	32	43	46	-1
1990-12-01	2	6	18	33	36	47	-1
1990-12-08	6	13	18	34	42	49	-1
1990-12-15	7	8	26	37	40	43	-1
1990-12-22	3	19	24	25	37	40	-1
1990-12-29	5	13	18	29	32	35	-1
