Date	1	2	3	4	5	6	SZ
1965-01-03	7	13	23	25	33	43	-1
1965-01-10	4	8	10	12	15	35	-1
1965-01-17	7	9	17	18	27	47	-1
1965-01-24	13	18	24	31	38	46	-1
1965-01-31	10	26	29	32	34	42	-1
1965-02-07	5	8	13	23	29	49	-1
1965-02-14	3	13	33	37	42	47	-1
1965-02-21	6	9	28	36	46	49	-1
1965-02-28	8	15	18	27	30	35	-1
1965-03-07	14	18	27	33	38	42	-1
1965-03-14	3	4	19	34	43	49	-1
1965-03-21	9	29	33	39	43	45	-1
1965-03-28	9	13	16	34	36	37	-1
1965-04-04	6	15	27	28	34	46	-1
1965-04-11	2	4	16	23	26	30	-1
1965-04-19	1	2	3	5	47	48	-1
1965-04-25	1	14	22	27	30	42	-1
1965-05-02	10	23	31	34	45	49	-1
1965-05-09	4	29	31	36	37	49	-1
1965-05-16	11	12	21	37	41	47	-1
1965-05-23	2	23	27	31	39	45	-1
1965-05-30	4	9	11	24	29	31	-1
1965-06-07	1	5	15	29	33	38	-1
1965-06-13	6	12	15	23	27	47	-1
1965-06-20	3	16	20	21	29	32	-1
1965-06-27	3	24	37	38	47	49	-1
1965-07-04	8	12	17	19	21	25	-1
1965-07-11	9	10	17	33	46	47	-1
1965-07-18	7	9	15	25	38	46	-1
1965-07-25	4	19	20	27	32	40	-1
1965-08-01	8	13	17	31	41	44	-1
1965-08-08	19	22	31	32	44	48	-1
1965-08-15	3	5	12	25	32	48	-1
1965-08-22	3	4	6	12	21	43	-1
1965-08-29	2	16	17	38	39	44	-1
1965-09-04	13	21	35	36	45	46	-1
1965-09-11	13	19	21	25	31	37	-1
1965-09-18	8	31	37	38	42	43	-1
1965-09-25	4	8	15	17	44	48	-1
1965-10-02	2	11	17	33	34	38	-1
1965-10-09	12	15	22	24	32	34	-1
1965-10-16	6	9	22	31	35	36	-1
1965-10-23	2	15	24	32	39	44	-1
1965-10-30	6	9	18	26	46	48	-1
1965-11-06	2	5	18	23	40	47	-1
1965-11-13	6	14	35	43	44	46	-1
1965-11-20	6	17	20	36	45	48	-1
1965-11-27	8	21	24	27	42	44	-1
1965-12-04	1	12	13	14	33	48	-1
1965-12-11	10	15	32	41	42	48	-1
1965-12-18	11	20	23	29	33	48	-1
1965-12-25	5	21	25	35	36	48	-1
