Date	1	2	3	4	5	6	SZ
1993-01-02	1	15	16	21	24	32	0
1993-01-09	1	7	11	22	30	42	5
1993-01-16	1	3	10	11	18	25	8
1993-01-23	2	14	18	21	29	45	6
1993-01-30	8	9	15	18	30	42	4
1993-02-06	4	6	20	25	32	42	0
1993-02-13	6	11	18	19	24	39	7
1993-02-20	9	10	23	24	36	49	4
1993-02-27	4	7	9	14	22	38	1
1993-03-06	6	12	17	18	30	32	2
1993-03-13	7	10	34	37	40	41	6
1993-03-20	10	12	21	34	44	49	2
1993-03-27	4	6	8	10	15	31	7
1993-04-03	9	16	22	26	44	46	2
1993-04-10	5	24	28	30	44	49	6
1993-04-17	18	22	23	27	32	36	0
1993-04-24	15	17	18	26	34	49	2
1993-05-01	1	2	6	13	30	34	8
1993-05-08	9	12	21	31	37	44	9
1993-05-15	8	22	26	30	31	48	3
1993-05-22	1	6	7	28	29	42	4
1993-05-29	14	24	26	29	30	40	4
1993-06-05	5	20	25	33	41	43	9
1993-06-12	10	18	22	34	35	43	6
1993-06-19	7	8	24	30	33	37	7
1993-06-26	6	8	11	14	41	49	4
1993-07-03	3	18	27	29	32	36	4
1993-07-10	15	17	26	27	40	41	3
1993-07-17	4	11	13	15	46	47	8
1993-07-24	6	18	25	32	41	46	6
1993-07-31	2	3	6	21	22	44	3
1993-08-07	13	17	20	25	41	46	4
1993-08-14	15	17	20	35	38	44	8
1993-08-21	6	8	9	29	31	44	8
1993-08-28	5	14	20	26	30	41	5
1993-09-04	2	14	19	25	26	39	8
1993-09-11	1	8	26	27	29	44	1
1993-09-18	5	14	22	23	37	47	8
1993-09-25	12	24	32	36	40	42	1
1993-10-02	6	25	27	30	34	39	6
1993-10-09	5	27	34	35	37	49	0
1993-10-16	6	12	14	20	34	46	5
1993-10-23	12	25	31	36	45	47	6
1993-10-30	1	12	18	20	27	28	5
1993-11-06	19	29	39	42	48	49	9
1993-11-13	1	3	21	26	38	46	2
1993-11-20	4	10	21	31	35	37	4
1993-11-27	2	5	6	8	22	24	5
1993-12-04	9	24	26	29	39	49	0
1993-12-11	9	27	30	33	36	48	5
1993-12-18	2	18	30	36	39	47	6
1993-12-25	18	22	29	32	34	44	3
