Date	1	2	3	4	5	6	SZ
1956-01-01	4	22	27	36	38	46	-1
1956-01-08	6	21	22	37	41	42	-1
1956-01-15	1	9	16	19	29	49	-1
1956-01-22	12	17	23	27	35	40	-1
1956-01-29	5	6	18	22	38	43	-1
1956-02-05	12	26	35	36	42	43	-1
1956-02-12	1	14	23	27	30	33	-1
1956-02-19	8	20	26	35	38	42	-1
1956-02-26	1	30	32	42	45	48	-1
1956-03-04	4	6	17	19	41	47	-1
1956-03-11	6	9	20	22	26	28	-1
1956-03-18	3	10	24	26	38	49	-1
1956-03-25	3	16	18	19	37	42	-1
1956-04-02	7	10	22	25	32	43	-1
1956-04-08	2	19	25	30	32	39	-1
1956-04-15	1	12	14	31	32	46	-1
1956-04-22	10	19	21	24	33	35	-1
1956-04-29	4	18	34	36	40	47	-1
1956-05-06	1	3	39	41	45	49	-1
1956-05-13	4	31	32	34	39	43	-1
1956-05-21	6	12	22	31	37	42	-1
1956-05-27	5	33	35	36	38	43	-1
1956-06-03	11	17	33	34	35	36	-1
1956-06-10	10	14	16	23	40	46	-1
1956-06-17	5	19	25	38	41	46	-1
1956-06-24	14	16	18	32	37	43	-1
1956-07-01	5	13	21	25	35	44	-1
1956-07-08	3	20	42	43	47	48	-1
1956-07-15	12	17	19	23	34	48	-1
1956-07-22	5	8	10	18	38	48	-1
1956-07-29	9	10	17	23	27	35	-1
1956-08-05	9	23	25	31	40	46	-1
1956-08-12	4	10	11	26	31	47	-1
1956-08-19	5	6	14	33	34	40	-1
1956-08-26	3	11	16	25	29	36	-1
1956-09-02	14	26	31	40	48	49	-1
1956-09-09	15	22	27	28	42	47	-1
1956-09-16	4	8	17	18	23	42	-1
1956-09-23	5	6	9	21	22	31	-1
1956-09-30	9	10	24	27	36	39	-1
1956-10-07	6	9	29	33	36	44	-1
1956-10-14	10	11	12	25	32	42	-1
1956-10-21	1	2	22	36	41	48	-1
1956-10-28	5	17	29	39	47	49	-1
1956-11-04	7	16	19	33	38	39	-1
1956-11-11	7	14	29	34	36	49	-1
1956-11-18	14	16	28	37	39	40	-1
1956-11-25	6	9	16	25	36	44	-1
1956-12-02	9	10	15	21	27	47	-1
1956-12-09	6	7	11	13	32	43	-1
1956-12-16	15	17	20	23	31	35	-1
1956-12-23	1	5	13	45	47	49	-1
