Date	1	2	3	4	5	6	SZ
1986-01-04	8	31	32	33	43	46	-1
1986-01-11	7	8	10	31	32	38	-1
1986-01-18	3	19	28	29	36	41	-1
1986-01-25	20	24	27	31	45	48	-1
1986-02-01	3	6	33	37	42	43	-1
1986-02-08	11	29	30	31	48	49	-1
1986-02-15	14	17	29	33	44	48	-1
1986-02-22	6	10	18	27	41	48	-1
1986-03-01	11	13	24	26	41	42	-1
1986-03-08	5	14	17	33	37	43	-1
1986-03-15	20	23	28	35	36	42	-1
1986-03-22	5	6	18	19	26	44	-1
1986-03-29	3	6	29	31	41	45	-1
1986-04-05	1	21	24	27	45	49	-1
1986-04-12	11	19	24	42	46	47	-1
1986-04-19	1	21	23	24	36	44	-1
1986-04-26	3	24	33	35	44	49	-1
1986-05-03	8	15	33	37	38	49	-1
1986-05-10	3	8	14	37	41	42	-1
1986-05-17	5	12	22	23	36	49	-1
1986-05-24	5	12	18	26	39	42	-1
1986-05-31	6	12	15	30	31	49	-1
1986-06-07	3	13	14	27	38	39	-1
1986-06-14	5	17	18	22	28	47	-1
1986-06-21	10	21	27	29	32	49	-1
1986-06-28	1	3	31	37	40	45	-1
1986-07-05	2	5	6	15	18	27	-1
1986-07-12	10	22	23	30	34	40	-1
1986-07-19	4	6	18	28	29	45	-1
1986-07-26	8	16	22	27	28	29	-1
1986-08-02	6	32	33	35	44	47	-1
1986-08-09	8	14	17	34	38	43	-1
1986-08-16	2	3	28	31	42	49	-1
1986-08-23	18	23	26	32	34	45	-1
1986-08-30	1	19	32	37	39	48	-1
1986-09-06	15	16	31	32	37	49	-1
1986-09-13	6	10	14	16	23	28	-1
1986-09-20	3	8	13	23	35	38	-1
1986-09-27	17	20	27	39	47	49	-1
1986-10-04	4	9	20	21	25	35	-1
1986-10-11	7	17	22	26	27	35	-1
1986-10-18	5	25	30	31	38	41	-1
1986-10-25	10	14	19	42	44	46	-1
1986-11-01	11	15	17	20	34	41	-1
1986-11-08	3	5	8	23	43	48	-1
1986-11-15	16	23	26	28	45	46	-1
1986-11-22	6	11	12	16	17	27	-1
1986-11-29	2	5	6	18	25	29	-1
1986-12-06	5	9	14	28	31	33	-1
1986-12-13	1	10	13	15	35	45	-1
1986-12-20	15	25	27	30	42	48	-1
1986-12-27	7	15	21	25	28	34	-1
