Date	1	2	3	4	5	6	SZ
2001-01-03	13	19	21	34	36	46	2
2001-01-06	8	12	17	26	37	42	6
2001-01-10	3	4	15	24	27	28	2
2001-01-13	4	6	28	31	37	46	4
2001-01-17	11	12	20	43	45	49	4
2001-01-20	1	3	28	47	48	49	2
2001-01-24	6	7	9	18	38	46	9
2001-01-27	2	12	13	38	40	43	4
2001-01-31	14	16	19	24	30	33	3
2001-02-03	3	12	15	28	35	37	2
2001-02-07	1	5	10	26	31	40	8
2001-02-10	32	34	39	41	42	44	0
2001-02-14	2	25	26	31	34	48	6
2001-02-17	12	13	16	21	33	49	9
2001-02-21	4	5	10	22	25	26	4
2001-02-24	4	21	23	29	47	48	9
2001-02-28	16	23	30	33	38	49	0
2001-03-03	9	34	41	42	43	46	2
2001-03-07	1	6	17	29	32	44	6
2001-03-10	10	15	21	25	38	48	7
2001-03-14	22	26	32	38	39	45	4
2001-03-17	5	25	33	41	44	49	5
2001-03-21	11	22	26	28	45	49	9
2001-03-24	9	11	30	36	45	49	2
2001-03-28	14	19	24	25	31	41	9
2001-03-31	2	10	14	15	28	44	0
2001-04-04	4	12	21	22	24	31	6
2001-04-07	3	9	33	36	37	38	3
2001-04-11	4	12	24	28	33	36	2
2001-04-14	2	9	11	21	24	42	7
2001-04-18	1	6	17	19	29	48	6
2001-04-21	2	7	18	25	27	48	8
2001-04-25	9	13	20	26	31	42	8
2001-04-28	3	7	14	33	35	38	3
2001-05-02	2	12	14	24	31	44	1
2001-05-05	29	36	41	42	44	49	5
2001-05-09	4	16	17	26	30	36	3
2001-05-12	1	7	28	29	31	46	9
2001-05-16	2	16	19	23	33	35	7
2001-05-19	1	9	10	11	15	34	1
2001-05-23	13	15	31	40	44	46	2
2001-05-26	2	8	13	22	42	43	1
2001-05-30	16	26	27	35	47	48	3
2001-06-02	8	13	23	34	35	39	1
2001-06-06	8	9	26	34	42	47	6
2001-06-09	2	6	15	31	48	49	3
2001-06-13	6	15	17	20	34	41	5
2001-06-16	4	17	22	25	32	36	3
2001-06-20	1	2	5	8	25	27	9
2001-06-23	6	18	29	35	40	42	6
2001-06-27	13	17	20	24	27	47	2
2001-06-30	6	12	14	16	27	43	9
2001-07-04	2	17	31	34	37	43	7
2001-07-07	11	22	37	39	40	42	3
2001-07-11	1	8	12	27	39	45	7
2001-07-14	6	18	22	23	31	38	5
2001-07-18	11	12	31	34	44	45	5
2001-07-21	21	25	33	37	38	44	1
2001-07-25	6	12	13	32	37	39	2
2001-07-28	2	6	18	22	23	27	9
2001-08-01	9	30	32	34	41	48	6
2001-08-04	6	10	17	29	35	47	5
2001-08-08	10	17	20	22	40	41	8
2001-08-11	2	14	22	24	28	34	6
2001-08-15	10	11	23	31	35	47	4
2001-08-18	6	7	12	26	29	44	7
2001-08-22	3	11	25	35	36	48	8
2001-08-25	2	15	28	30	32	41	7
2001-08-29	6	16	22	28	34	35	2
2001-09-01	1	6	25	27	35	38	8
2001-09-05	1	9	25	33	38	44	1
2001-09-08	2	4	6	12	28	40	5
2001-09-12	4	18	23	26	43	44	5
2001-09-15	12	19	26	27	33	38	9
2001-09-19	4	10	23	24	25	30	8
2001-09-22	12	28	32	33	36	48	1
2001-09-26	1	17	21	23	28	46	8
2001-09-29	8	20	23	27	28	41	3
2001-10-03	11	17	20	33	43	49	7
2001-10-06	6	9	25	30	41	42	9
2001-10-10	7	33	37	41	47	49	1
2001-10-13	2	9	10	15	25	38	4
2001-10-17	7	23	34	35	37	42	9
2001-10-20	3	8	11	37	40	42	0
2001-10-24	4	26	27	32	40	48	1
2001-10-27	4	18	22	23	27	37	4
2001-10-31	11	18	23	26	36	38	8
2001-11-03	3	5	7	24	26	42	0
2001-11-07	3	4	7	10	17	22	0
2001-11-10	2	14	15	16	20	26	9
2001-11-14	2	3	15	22	27	42	1
2001-11-17	1	2	4	30	38	40	7
2001-11-21	14	25	34	43	44	46	3
2001-11-24	7	20	26	30	40	42	8
2001-11-28	7	22	25	36	37	48	0
2001-12-01	2	10	33	37	40	41	3
2001-12-05	3	5	18	25	46	48	8
2001-12-08	1	4	20	29	33	35	9
2001-12-12	1	15	19	30	40	47	3
2001-12-15	19	27	31	39	40	44	2
2001-12-19	1	19	24	43	44	46	8
2001-12-22	12	18	25	47	48	49	6
2001-12-26	2	22	23	28	40	49	7
2001-12-29	2	8	11	44	46	48	9
