Date	1	2	3	4	5	6	SZ
1961-01-01	8	11	15	27	42	49	-1
1961-01-08	10	13	20	30	38	39	-1
1961-01-15	10	14	16	23	35	37	-1
1961-01-22	4	6	15	38	47	49	-1
1961-01-29	6	10	18	37	45	47	-1
1961-02-05	15	16	18	25	37	43	-1
1961-02-12	5	16	32	38	41	42	-1
1961-02-19	5	13	15	36	44	49	-1
1961-02-26	6	13	18	26	35	36	-1
1961-03-05	1	2	8	9	25	28	-1
1961-03-12	8	13	21	24	26	28	-1
1961-03-19	2	32	34	40	41	48	-1
1961-03-26	6	7	9	12	15	40	-1
1961-04-03	6	9	32	33	38	40	-1
1961-04-09	3	17	20	21	26	31	-1
1961-04-16	4	23	27	28	29	38	-1
1961-04-23	15	16	17	30	38	40	-1
1961-04-30	1	8	19	23	40	46	-1
1961-05-07	3	18	22	27	34	39	-1
1961-05-14	5	7	18	21	22	43	-1
1961-05-22	7	9	21	31	35	45	-1
1961-05-28	14	24	41	43	45	48	-1
1961-06-04	1	2	11	15	36	41	-1
1961-06-11	2	5	25	29	39	47	-1
1961-06-18	5	9	21	22	34	47	-1
1961-06-25	14	23	28	29	36	40	-1
1961-07-02	1	17	25	29	37	42	-1
1961-07-09	1	11	18	25	26	33	-1
1961-07-16	1	2	19	32	42	48	-1
1961-07-23	3	5	15	28	42	43	-1
1961-07-30	2	12	35	41	47	49	-1
1961-08-06	12	15	25	28	32	43	-1
1961-08-13	9	12	23	28	31	38	-1
1961-08-20	9	25	31	33	34	48	-1
1961-08-27	11	15	17	18	33	44	-1
1961-09-03	2	10	15	20	32	35	-1
1961-09-10	5	11	13	15	16	29	-1
1961-09-17	1	10	20	27	37	49	-1
1961-09-24	5	7	10	13	16	18	-1
1961-10-01	4	14	23	29	33	36	-1
1961-10-08	1	4	31	33	35	48	-1
1961-10-15	7	12	14	17	19	44	-1
1961-10-22	25	31	40	45	47	48	-1
1961-10-29	4	16	22	33	35	40	-1
1961-11-05	5	6	9	33	41	44	-1
1961-11-12	11	12	18	27	33	49	-1
1961-11-19	8	13	14	30	32	44	-1
1961-11-26	1	2	20	37	39	40	-1
1961-12-03	7	8	16	17	25	27	-1
1961-12-10	5	10	23	29	39	47	-1
1961-12-17	5	13	21	25	32	49	-1
1961-12-26	4	22	31	32	36	42	-1
1961-12-31	1	2	9	24	26	27	-1
