Date	1	2	3	4	5	6	SZ
1964-01-05	16	34	38	40	42	43	-1
1964-01-12	1	8	21	28	38	42	-1
1964-01-19	6	28	32	34	47	48	-1
1964-01-26	7	14	17	30	36	43	-1
1964-02-02	2	3	11	21	26	46	-1
1964-02-09	7	10	18	25	29	32	-1
1964-02-16	7	21	22	28	39	47	-1
1964-02-23	2	16	21	26	32	47	-1
1964-03-01	3	15	23	35	37	44	-1
1964-03-08	1	16	26	32	35	41	-1
1964-03-15	10	16	17	25	31	43	-1
1964-03-22	2	9	10	13	24	39	-1
1964-03-30	18	22	25	36	41	47	-1
1964-04-05	1	23	24	28	30	42	-1
1964-04-12	13	15	25	32	42	48	-1
1964-04-19	10	21	23	37	39	41	-1
1964-04-26	19	28	38	39	40	46	-1
1964-05-03	4	5	9	43	47	49	-1
1964-05-10	11	12	19	32	34	48	-1
1964-05-18	5	9	33	35	42	48	-1
1964-05-24	6	11	13	31	34	43	-1
1964-05-31	1	21	22	38	45	49	-1
1964-06-07	4	5	9	32	37	45	-1
1964-06-14	1	22	23	29	39	49	-1
1964-06-21	14	27	33	37	39	48	-1
1964-06-28	5	10	11	22	27	37	-1
1964-07-05	10	12	13	22	23	49	-1
1964-07-12	1	18	35	36	47	49	-1
1964-07-19	3	12	24	37	38	46	-1
1964-07-26	31	34	37	41	44	48	-1
1964-08-02	16	34	36	40	45	47	-1
1964-08-09	9	16	34	36	38	41	-1
1964-08-16	6	14	23	36	45	46	-1
1964-08-23	12	16	20	32	37	45	-1
1964-08-30	4	17	31	35	36	40	-1
1964-09-06	34	36	38	41	43	45	-1
1964-09-13	1	4	6	20	24	27	-1
1964-09-20	18	21	32	39	42	43	-1
1964-09-27	9	22	26	29	41	42	-1
1964-10-04	8	20	25	35	46	47	-1
1964-10-11	2	23	34	38	42	46	-1
1964-10-18	1	6	17	33	34	44	-1
1964-10-25	14	16	18	19	29	39	-1
1964-11-01	1	14	22	30	36	40	-1
1964-11-08	2	18	21	26	32	41	-1
1964-11-15	3	9	23	24	33	38	-1
1964-11-22	5	9	22	33	39	46	-1
1964-11-29	5	11	17	31	32	40	-1
1964-12-06	2	4	8	23	33	45	-1
1964-12-13	10	17	28	30	36	49	-1
1964-12-20	15	20	29	30	39	46	-1
1964-12-27	15	16	21	35	37	47	-1
