Date	1	2	3	4	5	6	SZ
2022-01-01	10	13	14	15	16	24	2
2022-01-05	2	4	6	7	32	41	0
2022-01-08	2	17	19	30	32	38	9
2022-01-12	10	16	32	33	38	48	4
2022-01-15	5	34	42	43	48	49	9
2022-01-19	17	19	43	45	48	49	4
2022-01-22	5	7	9	13	46	49	5
2022-01-26	3	8	15	19	23	41	6
2022-01-29	2	3	15	17	24	26	7
2022-02-02	20	27	28	33	40	44	1
2022-02-05	4	17	19	26	39	45	3
2022-02-09	16	25	26	32	33	45	3
2022-02-12	2	13	17	31	39	48	6
2022-02-16	7	16	29	30	33	43	4
2022-02-19	2	3	10	24	27	45	3
2022-02-23	5	7	11	15	24	47	2
2022-02-26	6	16	33	43	45	49	7
2022-03-02	3	5	15	39	44	49	7
2022-03-05	10	22	25	26	28	41	0
2022-03-09	8	18	19	28	36	38	4
2022-03-12	1	9	20	32	35	36	1
2022-03-16	1	6	8	16	19	40	0
2022-03-19	1	5	17	26	28	41	5
2022-03-23	3	12	15	30	39	43	8
2022-03-26	14	16	19	45	46	48	4
2022-03-30	6	12	13	27	34	41	3
2022-04-02	14	37	38	40	46	49	2
2022-04-06	2	19	22	24	29	31	6
2022-04-09	5	17	27	33	43	45	6
2022-04-13	2	7	22	29	42	46	2
2022-04-16	7	8	14	19	24	44	4
2022-04-20	10	16	19	20	35	44	3
2022-04-23	13	29	32	34	38	47	6
2022-04-27	3	17	19	25	40	46	8
2022-04-30	2	14	20	25	44	48	1
2022-05-04	3	4	11	31	41	49	2
2022-05-07	5	14	26	34	35	43	2
2022-05-11	2	24	25	27	28	45	4
2022-05-14	25	30	34	37	39	49	9
2022-05-18	8	10	25	41	43	45	6
2022-05-21	1	3	4	19	30	44	4
2022-05-25	1	5	15	28	32	45	5
2022-05-28	1	4	10	20	25	36	1
2022-06-01	2	4	9	32	42	48	9
2022-06-04	6	11	23	33	34	42	4
2022-06-08	1	4	11	33	34	48	1
2022-06-11	11	17	22	25	29	44	8
2022-06-15	11	21	29	30	44	47	0
2022-06-18	18	23	26	37	45	46	2
2022-06-22	7	23	29	34	36	46	5
2022-06-25	2	4	21	28	33	43	5
2022-06-29	21	22	24	40	45	48	8
2022-07-02	7	8	9	20	37	45	7
2022-07-06	1	26	38	41	47	48	6
2022-07-09	4	19	23	40	41	43	6
2022-07-13	10	11	29	30	45	47	8
2022-07-16	15	17	20	22	23	26	8
2022-07-20	2	3	36	42	43	49	2
2022-07-23	6	7	13	35	47	49	3
2022-07-27	1	16	23	28	29	46	0
2022-07-30	8	19	25	27	33	34	6
2022-08-03	5	11	13	21	40	43	9
2022-08-06	1	8	16	27	30	46	7
2022-08-10	10	18	22	24	26	27	2
2022-08-13	6	7	16	20	28	36	6
2022-08-17	1	17	29	34	44	46	0
2022-08-20	12	19	26	32	36	40	1
2022-08-24	7	15	26	34	40	49	6
2022-08-27	7	16	18	32	39	46	5
2022-08-31	1	5	11	18	24	37	7
2022-09-03	3	6	36	39	43	49	2
2022-09-07	8	11	14	16	40	41	3
2022-09-10	1	2	12	13	26	42	9
2022-09-14	2	9	11	16	39	48	5
2022-09-17	2	3	6	18	37	46	5
2022-09-21	7	8	24	30	36	48	8
2022-09-24	6	10	12	13	15	41	5
2022-09-28	4	12	13	33	44	49	6
2022-10-01	1	3	19	37	43	49	0
2022-10-05	9	10	17	37	38	49	5
2022-10-08	7	8	15	36	38	49	7
2022-10-12	16	21	26	35	48	49	2
2022-10-15	11	29	32	37	43	48	7
2022-10-19	1	15	23	36	40	49	2
2022-10-22	1	4	14	24	31	46	1
2022-10-26	16	21	23	24	32	46	1
2022-10-29	5	9	11	13	20	34	7
2022-11-02	9	15	16	17	21	48	1
2022-11-05	12	27	32	35	39	42	8
2022-11-09	2	16	29	32	47	49	5
2022-11-12	4	7	12	14	21	47	6
2022-11-16	1	9	11	30	35	37	8
2022-11-19	4	13	20	21	34	42	0
2022-11-23	1	22	25	29	31	49	0
2022-11-26	11	24	31	32	34	48	2
2022-11-30	1	2	10	32	42	43	8
2022-12-03	4	10	29	41	42	45	7
2022-12-07	4	14	16	30	37	39	8
2022-12-10	3	5	17	23	26	31	8
2022-12-14	10	30	32	43	46	48	3
2022-12-17	1	3	37	42	44	45	3
2022-12-21	2	22	24	42	47	49	1
2022-12-24	7	18	28	29	37	41	3
2022-12-28	4	14	17	27	29	42	3
2022-12-31	4	13	16	18	32	46	8
