Date	1	2	3	4	5	6	SZ
1981-01-03	6	12	19	22	31	40	-1
1981-01-10	20	27	29	32	41	45	-1
1981-01-17	23	28	29	34	38	46	-1
1981-01-24	1	10	21	37	39	45	-1
1981-01-31	11	12	24	31	42	48	-1
1981-02-07	4	12	31	34	47	48	-1
1981-02-14	17	20	22	33	34	45	-1
1981-02-21	4	18	33	44	46	48	-1
1981-02-28	7	9	20	22	26	29	-1
1981-03-07	2	7	30	34	35	42	-1
1981-03-14	8	10	11	21	27	48	-1
1981-03-21	2	3	9	21	27	31	-1
1981-03-28	6	15	18	23	36	47	-1
1981-04-04	8	11	17	19	28	33	-1
1981-04-11	2	19	27	28	37	39	-1
1981-04-18	6	28	37	42	46	49	-1
1981-04-25	2	14	26	27	43	47	-1
1981-05-02	7	21	23	40	44	49	-1
1981-05-09	5	6	18	27	29	32	-1
1981-05-16	9	16	25	27	35	39	-1
1981-05-23	25	30	35	41	44	48	-1
1981-05-30	5	7	22	38	41	49	-1
1981-06-06	12	13	18	29	33	45	-1
1981-06-13	6	10	15	18	20	29	-1
1981-06-20	7	10	23	34	36	43	-1
1981-06-27	5	21	26	30	35	47	-1
1981-07-04	7	11	29	30	35	48	-1
1981-07-11	4	7	9	34	40	44	-1
1981-07-18	7	15	23	25	32	46	-1
1981-07-25	1	3	37	38	42	49	-1
1981-08-01	1	5	14	16	18	48	-1
1981-08-08	4	7	9	11	42	48	-1
1981-08-15	17	21	23	24	32	35	-1
1981-08-22	15	25	30	34	41	42	-1
1981-08-29	2	12	14	34	36	48	-1
1981-09-05	25	27	28	34	45	49	-1
1981-09-12	1	2	15	30	33	34	-1
1981-09-19	1	16	20	33	36	37	-1
1981-09-26	4	8	30	33	45	48	-1
1981-10-03	4	19	21	32	36	42	-1
1981-10-10	11	15	18	33	38	48	-1
1981-10-17	5	11	17	18	37	40	-1
1981-10-24	3	10	37	38	43	49	-1
1981-10-31	10	12	17	24	27	32	-1
1981-11-07	1	2	10	20	26	37	-1
1981-11-14	5	7	20	31	35	46	-1
1981-11-21	14	17	25	35	45	46	-1
1981-11-28	4	10	15	18	21	31	-1
1981-12-05	17	23	28	42	47	48	-1
1981-12-12	14	25	30	35	40	44	-1
1981-12-19	1	21	22	23	30	47	-1
1981-12-26	4	6	11	19	20	49	-1
