Date	1	2	3	4	5	6	SZ
1975-01-04	3	24	28	40	41	45	-1
1975-01-11	1	13	37	38	42	43	-1
1975-01-18	1	4	14	27	30	33	-1
1975-01-25	1	6	23	32	42	48	-1
1975-02-01	18	20	26	33	36	47	-1
1975-02-08	7	25	27	30	37	47	-1
1975-02-15	4	18	28	34	40	49	-1
1975-02-22	1	4	14	20	33	38	-1
1975-03-01	3	12	19	32	38	49	-1
1975-03-08	2	8	20	23	41	49	-1
1975-03-15	7	18	21	23	32	42	-1
1975-03-22	11	12	15	24	47	49	-1
1975-03-29	4	7	9	16	26	29	-1
1975-04-05	5	10	13	16	22	31	-1
1975-04-12	10	12	19	35	40	45	-1
1975-04-19	1	4	19	33	38	39	-1
1975-04-26	7	18	27	33	35	37	-1
1975-05-03	6	23	25	31	34	40	-1
1975-05-10	7	14	23	27	33	36	-1
1975-05-17	9	10	11	27	35	46	-1
1975-05-24	12	17	25	28	30	43	-1
1975-05-31	10	12	31	38	43	49	-1
1975-06-07	18	22	31	33	35	45	-1
1975-06-14	7	12	24	30	31	39	-1
1975-06-21	19	25	26	31	35	38	-1
1975-06-28	1	3	9	11	13	44	-1
1975-07-05	3	9	25	29	30	38	-1
1975-07-12	9	15	17	26	29	42	-1
1975-07-19	2	4	13	26	47	49	-1
1975-07-26	3	28	36	39	40	48	-1
1975-08-02	17	19	28	36	48	49	-1
1975-08-09	9	15	25	33	38	49	-1
1975-08-16	2	3	17	32	45	46	-1
1975-08-23	3	7	27	31	32	43	-1
1975-08-30	8	12	27	32	38	39	-1
1975-09-06	7	13	16	32	40	46	-1
1975-09-13	2	5	18	19	35	42	-1
1975-09-20	4	12	14	30	32	44	-1
1975-09-27	16	17	26	31	33	40	-1
1975-10-04	7	15	18	35	41	44	-1
1975-10-11	1	6	8	10	43	45	-1
1975-10-18	17	30	32	37	40	47	-1
1975-10-25	8	21	27	32	38	40	-1
1975-11-01	3	16	27	32	33	34	-1
1975-11-08	4	11	12	35	39	44	-1
1975-11-15	7	13	16	26	44	46	-1
1975-11-22	4	5	16	18	24	44	-1
1975-11-29	2	14	19	20	32	43	-1
1975-12-06	2	5	8	14	22	36	-1
1975-12-13	29	31	35	37	39	46	-1
1975-12-20	3	7	23	25	37	44	-1
1975-12-27	2	13	25	35	45	46	-1
