Date	1	2	3	4	5	6	SZ
1959-01-04	2	13	27	34	41	46	-1
1959-01-11	7	18	28	44	45	46	-1
1959-01-18	2	4	6	40	41	43	-1
1959-01-25	5	27	28	41	44	47	-1
1959-02-01	1	6	25	26	33	41	-1
1959-02-08	6	11	13	15	25	33	-1
1959-02-15	6	8	11	25	29	33	-1
1959-02-22	5	18	29	44	47	49	-1
1959-03-01	2	18	21	33	37	46	-1
1959-03-08	1	10	11	16	36	39	-1
1959-03-15	14	21	29	37	40	48	-1
1959-03-22	5	19	26	34	43	49	-1
1959-03-29	7	10	16	23	35	49	-1
1959-04-05	2	18	19	23	35	39	-1
1959-04-12	2	28	33	39	42	48	-1
1959-04-19	4	16	20	22	28	46	-1
1959-04-26	1	8	14	15	21	40	-1
1959-05-03	5	7	30	31	35	46	-1
1959-05-10	14	19	22	42	43	44	-1
1959-05-17	1	7	27	41	46	49	-1
1959-05-24	1	4	5	19	28	41	-1
1959-05-31	8	17	22	25	44	49	-1
1959-06-07	10	11	21	23	42	44	-1
1959-06-14	17	19	28	30	32	41	-1
1959-06-21	10	23	24	28	35	42	-1
1959-06-28	3	4	21	34	42	43	-1
1959-07-05	2	9	18	36	44	49	-1
1959-07-12	23	25	29	31	35	46	-1
1959-07-19	2	9	13	26	40	46	-1
1959-07-26	14	30	31	34	38	48	-1
1959-08-02	6	14	24	37	45	48	-1
1959-08-09	9	11	26	33	35	36	-1
1959-08-16	9	13	15	16	28	31	-1
1959-08-23	2	13	19	31	41	42	-1
1959-08-30	11	14	16	33	35	36	-1
1959-09-06	3	8	9	18	26	29	-1
1959-09-13	1	9	15	16	23	44	-1
1959-09-20	11	26	31	45	46	48	-1
1959-09-27	1	9	22	24	30	32	-1
1959-10-04	15	16	17	19	21	29	-1
1959-10-11	5	6	17	31	34	39	-1
1959-10-18	2	11	19	38	40	45	-1
1959-10-25	6	18	19	26	29	39	-1
1959-11-01	12	18	25	29	33	37	-1
1959-11-08	19	20	31	36	38	45	-1
1959-11-15	3	7	23	29	35	37	-1
1959-11-22	4	15	23	38	43	47	-1
1959-11-29	3	4	5	14	34	49	-1
1959-12-06	1	2	20	21	29	37	-1
1959-12-13	5	14	20	32	43	45	-1
1959-12-20	20	22	25	27	40	42	-1
1959-12-27	8	17	25	31	47	48	-1
