Date	1	2	3	4	5	6	SZ
1979-01-06	8	10	37	39	41	43	-1
1979-01-13	5	8	9	12	16	45	-1
1979-01-20	1	6	11	20	32	43	-1
1979-01-27	2	20	26	31	33	38	-1
1979-02-03	5	18	23	29	33	48	-1
1979-02-10	1	2	14	19	27	39	-1
1979-02-17	5	17	19	21	32	47	-1
1979-02-24	9	14	23	24	41	42	-1
1979-03-03	1	17	24	32	42	44	-1
1979-03-10	21	25	39	41	42	43	-1
1979-03-17	16	21	27	38	45	49	-1
1979-03-24	4	7	8	11	39	42	-1
1979-03-31	5	7	9	16	26	43	-1
1979-04-07	12	15	16	20	27	45	-1
1979-04-14	7	11	21	25	26	41	-1
1979-04-21	6	18	23	24	35	45	-1
1979-04-28	6	20	33	37	38	41	-1
1979-05-05	6	16	30	35	44	45	-1
1979-05-12	2	4	10	32	35	46	-1
1979-05-19	15	18	32	39	48	49	-1
1979-05-26	7	21	23	33	41	45	-1
1979-06-02	14	20	30	43	47	48	-1
1979-06-09	17	25	30	34	35	41	-1
1979-06-16	13	15	17	25	33	34	-1
1979-06-23	1	17	30	40	41	43	-1
1979-06-30	9	33	37	40	46	47	-1
1979-07-07	8	16	18	35	37	43	-1
1979-07-14	2	6	7	16	39	44	-1
1979-07-21	27	32	43	45	46	48	-1
1979-07-28	4	27	29	37	40	48	-1
1979-08-04	2	20	24	31	42	48	-1
1979-08-11	2	5	9	22	26	30	-1
1979-08-18	28	31	43	44	45	49	-1
1979-08-25	14	17	20	40	42	48	-1
1979-09-01	5	19	24	27	28	38	-1
1979-09-08	2	10	12	16	21	40	-1
1979-09-15	4	5	7	20	32	37	-1
1979-09-22	7	10	21	36	39	42	-1
1979-09-29	11	12	15	23	29	44	-1
1979-10-06	4	16	17	18	19	42	-1
1979-10-13	11	18	22	26	43	45	-1
1979-10-20	22	23	24	25	34	38	-1
1979-10-27	1	12	17	19	20	38	-1
1979-11-03	9	10	14	29	37	48	-1
1979-11-10	1	2	22	36	41	49	-1
1979-11-17	1	5	14	22	36	40	-1
1979-11-24	5	6	11	14	16	26	-1
1979-12-01	8	15	28	32	34	40	-1
1979-12-08	14	15	20	22	23	28	-1
1979-12-15	3	14	26	31	43	45	-1
1979-12-22	5	8	16	23	35	46	-1
1979-12-29	7	8	9	26	35	48	-1
