Date	1	2	3	4	5	6	SZ
1995-01-07	2	12	19	41	47	48	5
1995-01-14	8	23	28	40	42	45	8
1995-01-21	12	18	21	27	41	44	6
1995-01-28	17	33	37	39	45	49	9
1995-02-04	2	4	6	8	31	44	5
1995-02-11	11	13	35	38	41	42	0
1995-02-18	1	9	12	24	31	38	1
1995-02-25	3	6	26	34	37	47	1
1995-03-04	27	36	37	41	47	49	6
1995-03-11	4	18	21	25	26	31	6
1995-03-18	7	8	13	32	33	43	0
1995-03-25	5	10	13	28	32	43	3
1995-04-01	4	11	20	32	33	48	2
1995-04-08	13	15	24	32	36	49	5
1995-04-15	10	23	26	33	38	45	6
1995-04-22	20	22	25	26	33	37	6
1995-04-29	4	13	21	25	26	31	8
1995-05-06	2	18	27	31	38	39	2
1995-05-13	1	16	28	30	34	48	3
1995-05-20	6	12	16	20	39	41	0
1995-05-27	1	13	18	25	28	30	0
1995-06-03	10	11	26	29	32	45	1
1995-06-10	3	18	20	21	30	40	0
1995-06-17	11	14	25	40	42	48	1
1995-06-24	3	7	28	30	33	37	0
1995-07-01	2	23	28	29	44	47	8
1995-07-08	9	10	21	22	24	44	0
1995-07-15	3	5	25	34	44	46	9
1995-07-22	12	13	16	26	32	47	1
1995-07-29	11	12	39	41	43	45	5
1995-08-05	5	9	17	23	36	47	6
1995-08-12	13	20	26	44	48	49	3
1995-08-19	4	23	32	36	42	49	3
1995-08-26	13	17	20	27	33	48	5
1995-09-02	6	11	25	32	37	42	2
1995-09-09	7	16	23	37	41	42	9
1995-09-16	19	21	29	37	40	43	7
1995-09-23	20	24	27	28	38	40	4
1995-09-30	6	11	14	15	25	46	2
1995-10-07	3	9	10	18	37	39	4
1995-10-14	3	5	21	31	42	47	4
1995-10-21	10	15	32	36	37	39	1
1995-10-28	2	11	13	20	36	40	8
1995-11-04	18	23	29	33	37	44	0
1995-11-11	15	21	24	33	38	39	9
1995-11-18	1	13	23	25	32	43	9
1995-11-25	32	39	42	44	48	49	0
1995-12-02	2	16	25	26	37	39	4
1995-12-09	2	9	12	15	38	39	6
1995-12-16	13	21	28	33	39	47	3
1995-12-23	6	7	20	35	44	47	8
1995-12-30	8	21	24	32	43	49	6
