Date	1	2	3	4	5	6	SZ
2000-01-01	1	2	12	30	40	47	0
2000-01-08	4	6	20	29	31	37	8
2000-01-15	22	31	32	33	35	38	8
2000-01-22	10	15	25	28	30	40	7
2000-01-29	19	21	30	34	41	45	0
2000-02-05	12	23	26	27	31	43	2
2000-02-12	4	11	20	24	33	48	7
2000-02-19	9	10	15	17	20	40	3
2000-02-26	3	5	11	27	32	36	7
2000-03-04	5	13	14	22	29	32	7
2000-03-11	7	12	26	42	44	49	7
2000-03-18	2	4	5	8	29	42	1
2000-03-25	20	33	36	38	39	43	8
2000-04-01	1	11	17	25	42	48	0
2000-04-08	5	16	22	41	44	45	4
2000-04-15	1	7	11	13	15	25	2
2000-04-22	15	16	21	25	32	33	3
2000-04-29	7	14	30	36	38	39	6
2000-05-06	4	9	16	34	38	40	6
2000-05-13	5	6	25	29	37	43	6
2000-05-20	19	31	32	36	40	49	9
2000-05-27	9	16	26	29	35	40	0
2000-06-03	9	21	25	27	39	40	7
2000-06-10	1	25	33	35	37	44	2
2000-06-17	24	28	32	40	46	49	7
2000-06-24	6	13	28	29	42	43	6
2000-07-01	16	18	24	29	36	44	9
2000-07-08	2	8	11	15	17	35	1
2000-07-15	3	9	24	28	31	38	6
2000-07-22	2	9	14	38	40	44	0
2000-07-29	5	13	27	28	32	33	9
2000-08-05	16	18	21	26	32	47	1
2000-08-12	16	19	26	32	38	39	2
2000-08-19	1	20	25	31	32	39	3
2000-08-26	1	4	27	28	43	46	6
2000-09-02	22	23	25	32	35	36	2
2000-09-09	16	29	39	40	41	47	6
2000-09-16	4	10	18	20	25	43	2
2000-09-23	9	18	26	35	39	45	3
2000-09-30	1	2	7	10	11	35	3
2000-10-07	1	3	26	32	38	48	7
2000-10-14	2	26	37	38	39	47	2
2000-10-21	10	21	24	30	32	33	2
2000-10-28	5	11	13	29	35	49	8
2000-11-04	17	22	37	43	46	48	3
2000-11-11	24	26	27	39	41	49	6
2000-11-18	1	6	8	23	37	47	9
2000-11-25	4	10	14	37	43	48	2
2000-12-02	4	32	42	43	45	46	5
2000-12-06	8	9	29	30	33	43	8
2000-12-09	4	11	15	26	33	40	0
2000-12-13	5	15	17	23	26	37	9
2000-12-16	11	24	27	31	40	48	7
2000-12-20	6	7	24	26	35	38	3
2000-12-23	11	13	18	20	28	33	3
2000-12-27	11	13	24	27	41	48	0
2000-12-30	2	5	7	17	27	47	4
