Date	1	2	3	4	5	6	SZ
2013-01-02	3	18	21	36	41	44	0
2013-01-05	22	26	39	45	47	49	0
2013-01-09	6	7	22	26	36	43	9
2013-01-12	7	10	11	15	43	48	8
2013-01-16	3	8	11	14	18	26	3
2013-01-19	23	27	28	39	45	47	6
2013-01-23	3	4	8	12	22	28	3
2013-01-26	12	28	31	33	36	37	4
2013-01-30	2	4	5	26	27	36	2
2013-02-02	2	4	17	28	34	44	2
2013-02-06	7	14	16	24	31	32	4
2013-02-09	5	20	22	26	29	47	5
2013-02-13	4	6	11	14	15	38	5
2013-02-16	6	22	23	24	33	39	1
2013-02-20	5	6	20	27	36	45	7
2013-02-23	17	26	35	44	46	49	2
2013-02-27	5	6	16	25	28	33	9
2013-03-02	2	4	14	17	45	48	8
2013-03-06	2	6	10	14	15	29	9
2013-03-09	2	12	14	20	39	47	7
2013-03-13	3	26	29	32	38	46	7
2013-03-16	4	10	17	34	39	42	7
2013-03-20	5	10	17	24	35	37	7
2013-03-23	9	16	30	37	41	49	2
2013-03-27	1	2	3	13	21	38	9
2013-03-30	7	30	31	35	39	46	3
2013-04-03	16	21	23	29	31	38	4
2013-04-06	5	7	17	30	32	34	0
2013-04-10	26	27	31	32	43	45	5
2013-04-13	10	15	26	28	35	45	2
2013-04-17	9	24	35	37	38	45	7
2013-04-20	6	28	31	36	38	48	9
2013-04-24	7	14	19	39	48	49	0
2013-04-27	3	10	11	28	32	43	3
2013-05-01	9	12	15	16	22	28	9
2013-05-04	5	7	11	21	22	48	8
2013-05-08	4	6	11	22	30	42	7
2013-05-11	3	7	31	32	40	41	2
2013-05-15	2	4	16	29	38	45	2
2013-05-18	1	2	16	20	22	32	6
2013-05-22	6	8	23	24	35	36	8
2013-05-25	3	17	23	25	29	44	0
2013-05-29	2	5	7	14	40	41	5
2013-06-01	2	13	28	30	32	36	1
2013-06-05	19	21	30	39	47	49	1
2013-06-08	3	12	26	30	38	47	3
2013-06-12	5	6	7	10	15	23	6
2013-06-15	6	14	16	25	43	49	1
2013-06-19	3	18	19	29	42	49	5
2013-06-22	5	10	19	31	35	43	8
2013-06-26	2	22	31	32	39	43	2
2013-06-29	7	22	28	36	43	44	9
2013-07-03	7	9	13	14	17	36	2
2013-07-06	3	8	11	17	20	49	9
2013-07-10	11	16	19	29	41	43	9
2013-07-13	3	18	28	29	38	48	1
2013-07-17	11	17	20	26	28	38	3
2013-07-20	3	11	18	29	33	46	4
2013-07-24	2	8	15	28	31	36	6
2013-07-27	11	20	30	31	34	40	0
2013-07-31	3	6	26	38	39	47	7
2013-08-03	6	19	25	31	40	47	2
2013-08-07	11	14	16	24	36	42	4
2013-08-10	3	9	17	31	36	39	7
2013-08-14	3	8	9	34	35	39	3
2013-08-17	13	17	19	25	28	42	8
2013-08-21	5	15	21	27	29	48	1
2013-08-24	2	6	25	27	29	30	3
2013-08-28	2	3	22	29	35	37	9
2013-08-31	1	22	26	37	39	44	4
2013-09-04	1	17	19	31	34	38	9
2013-09-07	12	22	24	37	41	43	9
2013-09-11	12	16	28	40	42	48	3
2013-09-14	10	21	22	23	30	40	2
2013-09-18	4	11	20	21	30	46	3
2013-09-21	8	13	22	32	40	43	8
2013-09-25	7	14	26	30	33	43	3
2013-09-28	3	23	31	32	37	41	2
2013-10-02	17	27	42	43	46	47	3
2013-10-05	3	9	12	35	44	48	5
2013-10-09	9	11	22	29	46	48	3
2013-10-12	14	25	29	38	44	46	9
2013-10-16	9	32	38	40	44	49	8
2013-10-19	4	10	14	24	38	40	5
2013-10-23	7	16	21	23	26	33	7
2013-10-26	9	18	20	22	24	25	2
2013-10-30	10	12	13	30	36	45	1
2013-11-02	9	12	15	19	24	38	5
2013-11-06	12	13	22	30	35	36	2
2013-11-09	6	12	13	28	32	33	7
2013-11-13	5	12	15	16	35	46	1
2013-11-16	9	19	24	39	42	43	4
2013-11-20	9	16	19	24	36	42	5
2013-11-23	7	12	19	30	33	35	5
2013-11-27	11	28	31	36	38	42	7
2013-11-30	1	24	30	33	39	47	7
2013-12-04	13	20	22	41	42	49	6
2013-12-07	4	9	15	19	26	48	0
2013-12-11	7	18	22	38	39	49	6
2013-12-14	5	6	17	19	27	38	3
2013-12-18	2	12	18	34	35	44	9
2013-12-21	4	5	17	25	27	35	5
2013-12-25	4	26	27	40	44	46	8
2013-12-28	6	9	10	22	32	43	3
