Date	1	2	3	4	5	6	SZ
1983-01-01	6	7	9	12	29	48	-1
1983-01-08	5	6	16	20	28	41	-1
1983-01-15	2	4	24	34	37	42	-1
1983-01-22	1	4	9	10	38	48	-1
1983-01-29	6	10	19	30	43	47	-1
1983-02-05	2	19	38	43	44	47	-1
1983-02-12	6	13	17	19	33	44	-1
1983-02-19	3	12	22	26	29	39	-1
1983-02-26	5	13	17	36	44	48	-1
1983-03-05	18	20	26	27	37	39	-1
1983-03-12	1	15	29	31	32	44	-1
1983-03-19	9	22	34	37	45	48	-1
1983-03-26	1	7	11	26	27	42	-1
1983-04-02	4	5	15	32	39	46	-1
1983-04-09	8	18	35	40	42	46	-1
1983-04-16	6	10	12	15	32	44	-1
1983-04-23	4	12	30	32	34	39	-1
1983-04-30	2	18	33	38	39	47	-1
1983-05-07	6	9	21	38	44	49	-1
1983-05-14	5	13	20	42	43	44	-1
1983-05-21	1	2	20	23	32	35	-1
1983-05-28	9	11	17	24	35	43	-1
1983-06-04	1	9	15	35	38	44	-1
1983-06-11	8	26	36	38	40	46	-1
1983-06-18	2	16	21	27	37	48	-1
1983-06-25	4	5	31	32	33	48	-1
1983-07-02	2	8	14	24	27	34	-1
1983-07-09	11	21	26	32	33	44	-1
1983-07-16	8	37	39	41	46	48	-1
1983-07-23	3	16	27	44	46	48	-1
1983-07-30	8	25	38	41	42	49	-1
1983-08-06	14	15	31	32	45	47	-1
1983-08-13	3	9	18	41	47	49	-1
1983-08-20	8	10	29	36	47	49	-1
1983-08-27	3	18	19	27	41	47	-1
1983-09-03	4	13	17	24	35	37	-1
1983-09-10	6	27	31	41	45	46	-1
1983-09-17	2	8	25	34	41	49	-1
1983-09-24	7	11	13	19	23	30	-1
1983-10-01	1	11	15	16	20	33	-1
1983-10-08	3	19	20	27	33	47	-1
1983-10-15	7	9	12	20	33	46	-1
1983-10-22	1	6	13	21	30	37	-1
1983-10-29	9	19	21	29	44	46	-1
1983-11-05	13	15	24	30	43	47	-1
1983-11-12	2	23	27	30	46	48	-1
1983-11-19	2	3	11	16	38	40	-1
1983-11-26	2	16	17	26	30	33	-1
1983-12-03	9	15	33	37	42	49	-1
1983-12-10	3	19	20	28	38	43	-1
1983-12-17	1	7	8	11	15	36	-1
1983-12-24	15	17	31	32	40	47	-1
1983-12-31	2	9	17	21	27	45	-1
