Date	1	2	3	4	5	6	SZ
1971-01-02	6	19	40	42	44	48	-1
1971-01-09	8	16	26	41	45	48	-1
1971-01-16	17	19	23	30	31	40	-1
1971-01-23	2	6	13	24	27	38	-1
1971-01-30	1	3	4	8	12	25	-1
1971-02-06	2	8	30	37	40	49	-1
1971-02-13	21	32	34	42	45	49	-1
1971-02-20	17	24	26	39	43	49	-1
1971-02-27	17	25	26	40	42	46	-1
1971-03-06	3	15	36	40	45	48	-1
1971-03-13	3	4	20	25	33	42	-1
1971-03-20	8	17	18	19	31	41	-1
1971-03-27	3	13	20	27	36	41	-1
1971-04-03	2	14	30	32	44	46	-1
1971-04-10	14	21	26	35	36	37	-1
1971-04-17	4	22	37	38	46	48	-1
1971-04-24	4	12	16	19	20	43	-1
1971-05-01	2	12	18	25	28	39	-1
1971-05-08	13	16	21	22	35	40	-1
1971-05-15	7	9	25	36	44	46	-1
1971-05-22	6	11	16	21	43	46	-1
1971-05-29	6	22	34	35	48	49	-1
1971-06-05	1	4	5	20	39	43	-1
1971-06-12	2	5	17	38	41	44	-1
1971-06-19	1	15	16	17	27	31	-1
1971-06-26	13	16	19	30	45	46	-1
1971-07-03	7	9	21	29	41	49	-1
1971-07-10	4	21	34	36	37	41	-1
1971-07-17	3	5	9	30	38	42	-1
1971-07-24	28	33	46	47	48	49	-1
1971-07-31	3	12	28	31	37	40	-1
1971-08-07	2	14	16	17	36	39	-1
1971-08-14	12	17	18	19	28	35	-1
1971-08-21	4	12	25	28	33	49	-1
1971-08-28	10	13	26	36	44	47	-1
1971-09-04	1	10	19	25	31	34	-1
1971-09-11	1	2	8	18	24	25	-1
1971-09-18	7	16	32	37	48	49	-1
1971-09-25	10	11	22	25	34	37	-1
1971-10-02	1	7	20	22	32	37	-1
1971-10-09	1	3	6	17	34	45	-1
1971-10-16	10	13	21	30	31	41	-1
1971-10-23	5	8	11	32	45	46	-1
1971-10-30	3	16	22	26	42	48	-1
1971-11-06	5	20	28	39	43	45	-1
1971-11-13	6	31	34	42	44	49	-1
1971-11-20	8	24	26	28	29	43	-1
1971-11-27	20	26	30	31	35	36	-1
1971-12-04	1	4	16	43	46	48	-1
1971-12-11	27	32	41	42	45	47	-1
1971-12-18	1	2	39	43	47	49	-1
1971-12-25	6	7	10	30	40	49	-1
